Time,Time Code,Country Name,Country Code,"Population ages 10-14, female ","Population ages 10-14, male ","Population ages 20-24, female ","Population ages 20-24, male","Population ages 30-34, female ","Population ages 30-34, male ","Population ages 40-44, female ","Population ages 40-44, male ","Population ages 50-54, female ","Population ages 50-54, male ","Population ages 65 and above, female ","Population ages 65 and above, male"
2019,YR2019,Guatemala,GTM,10.59204446,11.38641678,9.812760732,10.35712677,7.519195707,7.47780299,5.488175453,4.920039954,3.484930717,2.885594028,5.38429188,4.459933371
2019,YR2019,Guinea,GIN,12.44081342,13.5274871,9.459119226,10.33814866,6.270284297,6.096909298,4.147977395,3.326492136,2.921816861,2.140226968,3.5300373,2.312038047
2019,YR2019,Guinea-Bissau,GNB,11.9797893,12.61685677,9.145423775,9.345239934,7.143802683,6.937433896,4.501789107,4.263241815,2.669710627,2.457334031,3.446551819,2.253044374
2019,YR2019,Guyana,GUY,9.005812521,9.162129931,9.622237512,10.33104399,5.650776372,5.568170549,5.861043789,5.765744232,5.400971492,5.406450005,7.362953911,6.06706317
2019,YR2019,Haiti,HTI,10.34112274,10.92672083,9.323768032,9.450327084,8.042106163,7.967869561,5.426990143,5.147225527,3.82269126,3.596842952,5.560808787,4.553425618
2019,YR2019,Honduras,HND,10.3556791,10.79837026,10.07274579,10.42254314,7.82160213,7.909929649,5.840679368,5.637324671,3.928854749,3.588010172,5.309648869,4.345887467
2019,YR2019,"Hong Kong SAR, China",HKG,3.267266849,4.281279993,4.919070008,5.814531399,7.799819298,6.649140395,8.366988827,6.617401207,8.174887435,7.426297072,17.30455712,17.72599984
2019,YR2019,Hungary,HUN,4.662824071,5.405956708,5.163431782,5.977583681,5.875802483,6.746400477,8.083948759,9.020626051,6.284633098,6.647990018,23.34000469,15.67903217
2019,YR2019,Iceland,ISL,6.588589336,6.944134406,6.599252401,6.855430888,6.731355927,6.90360101,6.348077983,6.379016625,6.249740828,6.04711273,15.95076034,14.43693826
2019,YR2019,India,IND,9.168644121,9.408449617,8.733829192,9.079786217,8.047954586,8.201771099,6.496530341,6.410648112,5.020352157,4.856128284,6.877643252,5.916081749
2019,YR2019,Indonesia,IDN,8.303097076,8.667843044,8.130997331,8.429289019,7.545252641,7.371468862,7.179198493,7.17533584,5.769186484,5.717743939,6.640327103,5.468553658
2019,YR2019,"Iran, Islamic Rep.",IRN,7.210559145,7.416904174,6.939576326,6.87351053,10.55007479,10.23707152,7.436941246,7.428272072,5.427534704,5.360393642,6.241080374,6.473554836
2019,YR2019,Iraq,IRQ,11.17754555,11.51417362,9.389866863,9.575743067,7.173842793,7.286997556,5.321672317,5.309817395,3.55781692,3.216594525,3.799036717,3.007588951
2019,YR2019,Ireland,IRL,6.957416019,7.354056979,5.667701863,5.936960508,6.583688335,6.540985082,8.137418295,7.874817641,6.23532568,6.272286616,14.95036747,13.48425416
2019,YR2019,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Israel,ISR,8.191691542,8.74072263,6.96314332,7.414391195,6.514362527,6.694833795,6.310488024,6.299089025,4.832012547,4.716841537,13.45251779,10.95171555
2019,YR2019,Italy,ITA,4.478286363,5.011894524,4.574114294,5.20440643,5.398089109,5.810023307,6.96900842,7.323965366,7.992825257,8.183449767,25.33116395,20.56534674
2019,YR2019,Jamaica,JAM,7.566297555,7.920435602,8.751971127,9.219317902,7.698592914,7.908206488,6.323367846,5.707307409,5.89643914,5.577022928,9.116322243,8.72557593
2019,YR2019,Japan,JPN,4.188652689,4.629140677,4.526568322,4.99153273,5.229862233,5.744726701,6.660401683,7.222701549,6.450776012,6.862775989,30.87896841,24.9887434
2019,YR2019,Jordan,JOR,11.23285601,11.2059047,9.23820112,9.165036088,7.617627968,7.612783738,5.795731046,5.980405674,4.040467621,4.196792038,4.193660516,3.600806929
2019,YR2019,Kazakhstan,KAZ,7.644450596,8.58654581,5.942853577,6.592080184,8.657320172,8.91018799,6.251396352,6.380852188,5.538421851,5.165163403,9.590339871,5.595675171
2019,YR2019,Kenya,KEN,12.43053299,12.79189241,9.581372912,9.69341923,7.536818682,7.489565844,5.05922802,5.001148058,2.963606907,2.849154415,2.794274899,2.048691425
2019,YR2019,Kiribati,KIR,10.60950724,11.28982048,9.155989697,9.534433261,7.78610377,7.412403583,5.245375171,4.949673135,4.865687619,4.399709453,5.073094035,3.055930269
2019,YR2019,"Korea, Dem. People’s Rep.",PRK,6.403337473,6.979922028,7.290087175,7.973265167,6.9149212,7.444704201,6.173808829,6.549004912,7.846968093,8.058744362,11.81804469,6.583770169
2019,YR2019,"Korea, Rep.",KOR,4.323036751,4.611672676,6.173292914,6.812518487,6.184170357,6.847794088,7.601889813,7.976964191,8.386277781,8.443122207,17.20665624,12.91986415
2019,YR2019,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kuwait,KWT,7.865405694,6.319879987,5.703877442,4.552574954,9.313622324,9.40487036,10.50922676,12.94111909,6.671443569,8.191435611,2.686947012,2.813517463
2019,YR2019,Kyrgyz Republic,KGZ,8.64939578,9.19020184,7.962339938,8.449284193,8.610684499,8.718511158,5.514090444,5.491851985,4.790482515,4.43740859,5.66248883,3.515231409
2019,YR2019,Lao PDR,LAO,10.33898457,10.60455768,9.650355644,9.722652894,7.986941622,8.055536106,5.671841023,5.62451862,3.940311918,3.859542076,4.657060722,3.674519898
2019,YR2019,Latvia,LVA,4.823909984,5.937595393,3.655355018,4.630000866,6.706214667,8.229188972,6.136808995,6.980709564,6.364649025,6.700055129,25.26574857,14.56145466
2019,YR2019,Lebanon,LBN,7.98244396,8.622667099,8.985977537,8.618666224,8.285955256,6.917134933,6.650270383,6.519453817,5.069099532,6.27635721,7.943283106,6.612459651
2019,YR2019,Lesotho,LSO,9.951518718,10.1356561,9.366457413,9.796706694,7.76619454,8.613055659,5.052895,5.735230127,3.714856176,3.210381471,6.228122856,3.586451184
2019,YR2019,Liberia,LBR,12.22811284,12.55165014,8.998932523,9.069910476,6.658258212,6.648056762,4.811424533,4.793326874,3.163877736,3.016868216,3.661993162,2.913245491
2019,YR2019,Libya,LBY,8.877130731,9.153049171,7.959976559,8.056958721,8.75572383,8.589737859,8.109372923,8.269865854,5.098165811,5.168848768,4.917083826,4.008684578
2019,YR2019,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Lithuania,LTU,4.002416472,4.855238285,4.877645882,6.005670294,5.932155393,7.407967398,5.836952872,6.590796387,6.964886991,7.27941044,24.81839377,14.73837758
2019,YR2019,Luxembourg,LUX,5.083054297,5.148339815,6.319676975,6.619523641,7.837962051,7.711741828,7.234915633,7.634277265,7.364257107,8.043135868,15.76029151,12.81926007
2019,YR2019,"Macao SAR, China",MAC,3.337741179,3.862453121,5.648854962,6.360291967,10.83969466,10.31666591,6.683296267,6.802597284,8.298371101,6.527009548,11.26705536,11.15220373
2019,YR2019,Madagascar,MDG,12.03912853,12.23224325,9.63430511,9.628713569,6.551659516,6.566242935,4.721494525,4.721098283,3.12971442,3.00287023,3.293204976,2.793755917
2019,YR2019,Malawi,MWI,13.18773574,13.66084946,9.501760529,9.630791795,6.742944411,6.588749954,4.221308034,4.127343778,2.585871233,2.360178973,3.127525885,2.142885605
2019,YR2019,Malaysia,MYS,7.729632164,7.745925207,8.991870416,9.00358177,9.03444889,9.185629517,6.167013115,6.481753455,5.242047129,5.041720341,7.304034199,6.558419559
2019,YR2019,Maldives,MDV,7.928184025,4.80286845,8.112393336,11.78921058,11.35581132,16.09396852,6.471955543,6.739667331,4.682200455,3.254381528,4.718631823,3.002350701
2019,YR2019,Mali,MLI,13.38694527,13.78271015,8.628748235,8.745723643,5.799040219,5.778788784,4.133740039,4.015160896,2.48765831,2.239973297,2.799117459,2.192078713
2019,YR2019,Malta,MLT,4.449119739,4.724548539,5.711904697,6.09014281,7.213311839,7.765996476,6.788436843,7.159971556,5.664999954,5.812947555,22.7283077,18.91721736
2019,YR2019,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Mauritania,MRT,11.44443631,11.66761964,8.895292732,9.06743996,7.131159724,7.254286498,4.975652826,4.980977999,3.263608351,3.093303543,3.642381608,2.67412845
2019,YR2019,Mauritius,MUS,6.384637287,6.803823462,7.37514762,7.68791539,6.721653527,6.929985597,7.571351441,7.899248929,6.807696916,6.930464088,13.46213391,10.4987312
2019,YR2019,Mexico,MEX,8.380112016,9.132319135,8.349611251,8.816522204,7.641613895,7.467819899,6.854622657,6.41263689,5.502791868,5.05832271,7.994649738,6.813059027
2019,YR2019,"Micronesia, Fed. Sts.",FSM,10.35678536,10.38588487,10.12977263,10.4601932,6.781781782,7.200995386,5.133705134,5.243057356,4.668954669,4.282233397,4.645717146,3.748250298
2019,YR2019,Moldova,MDA,4.922936625,5.658235321,5.96373153,6.740363537,9.74437283,10.93222998,7.058055201,7.480050035,6.155903126,5.864082219,14.49541894,9.316055748
2019,YR2019,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Mongolia,MNG,8.044169825,8.449480858,7.174263745,7.470948443,9.34239381,9.599655834,6.798782315,6.793435191,5.328289407,4.928323979,4.843037755,3.517068655
2019,YR2019,Montenegro,MNE,5.917815813,6.668792229,6.317523513,7.005661726,6.646991011,7.103244382,6.794400942,6.733203223,6.166333839,6.177980458,17.47091174,13.25964716
2019,YR2019,Morocco,MAR,8.170783325,8.755123442,7.75833311,8.197224538,7.85291541,7.755038492,6.632345057,5.959040766,5.399026253,5.063189135,7.707997675,6.886484616
2019,YR2019,Mozambique,MOZ,12.68901176,13.40821225,9.080880696,9.387298163,6.228271714,6.295859086,4.240428031,3.900588715,2.801662105,2.164256237,3.488004501,2.232790769
2019,YR2019,Myanmar,MMR,8.752706534,9.486863836,8.488063679,9.005801802,7.528464589,7.703803919,6.957058588,6.849928504,5.740002163,5.263089187,6.921002419,5.034232345
2019,YR2019,Namibia,NAM,10.65544443,11.28788894,9.629358261,9.971609663,7.624865633,7.735126094,5.10320753,5.089249228,3.410849819,2.99554457,4.414690642,2.749693513
2019,YR2019,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Nepal,NPL,9.522944767,11.45237513,10.76965449,11.35365476,7.969174699,5.411654353,6.128316318,4.635373485,4.256690213,4.2695716,5.79246746,5.770856996
2019,YR2019,Netherlands,NLD,5.399247846,5.749330433,5.843127147,6.164041934,6.138456318,6.340933207,5.949310953,6.012142337,7.440451777,7.590881092,20.98174752,18.21809818
2019,YR2019,New Caledonia,NCL,7.562032576,7.777762153,7.9156912,8.274858324,7.315111968,7.462067414,7.140061623,6.953721542,6.421358988,6.240068623,9.960791569,8.899919846
2019,YR2019,New Zealand,NZL,6.355401127,6.940397982,6.576832929,7.209286302,6.588881122,6.657984435,6.056293433,5.734185905,6.724536371,6.377357239,16.80393931,15.1562504
2019,YR2019,Nicaragua,NIC,9.242543875,10.12869252,8.617272563,9.367684403,8.26469136,8.391672122,6.477022725,5.932267488,4.380152667,3.726459896,6.171888156,4.723365026
2019,YR2019,Niger,NER,13.30938825,13.61162071,8.424183042,8.669148329,5.341274746,5.01661152,3.6584819,3.317694258,2.466217982,2.240154285,2.680321531,2.5139697
2019,YR2019,Nigeria,NGA,12.40742407,12.57466498,8.697806532,8.722537111,6.356727622,6.368567861,4.565508991,4.54750543,2.925442771,2.797421758,2.928978471,2.562118222
2019,YR2019,North Macedonia,MKD,5.262819201,5.60594068,6.264593196,6.629921184,7.649596169,8.024810396,7.186743927,7.465281276,6.911376138,6.996416596,15.6247929,12.54795861
2019,YR2019,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Norway,NOR,5.867063955,6.043627605,6.420097016,6.724756811,6.835792155,6.993012398,6.337153326,6.66682126,6.762690516,7.051757722,18.72326071,15.85133605
2019,YR2019,Oman,OMN,8.45177647,4.623212181,7.863504292,7.320529964,11.52084773,19.02237454,6.415035634,8.239588509,3.210800784,3.59643386,3.738796506,1.780299155
2019,YR2019,Pakistan,PAK,10.59502271,10.77084392,9.46422305,9.524677794,7.589984624,7.487634029,5.232828645,5.137126305,3.761855183,3.654804316,4.371079682,4.27650287
2019,YR2019,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Panama,PAN,8.455447768,8.787999063,8.037005556,8.202417757,7.345969776,7.408553475,6.699320662,6.693412539,5.424182762,5.327463726,8.916814386,7.712724684
2019,YR2019,Papua New Guinea,PNG,11.07034553,11.32762844,9.235591843,9.361204693,7.129359876,7.153397614,5.668432916,5.650878982,3.914356902,3.77724519,3.820341574,3.211376043
2019,YR2019,Paraguay,PRY,9.523981372,9.624121168,9.572310481,9.681648798,8.272072675,8.344969181,5.477270162,5.576689358,4.116260089,4.066812478,7.020885739,6.233816863
2019,YR2019,Peru,PER,8.401720035,8.334790148,8.560995479,7.849306931,7.841753268,8.280028766,6.666026574,6.965997101,5.320109049,5.296199134,8.858015058,7.922986782
2019,YR2019,Philippines,PHL,9.80193511,10.1966394,9.100866069,9.481261826,7.40267711,7.478259842,5.932216306,5.960346323,4.686686289,4.57130442,6.203897544,4.434525383
2019,YR2019,Poland,POL,4.849760581,5.412134143,5.196071824,5.701782502,7.15355356,8.251086746,7.315563209,7.981317978,5.762224774,6.016413788,21.25531156,14.77887441
2019,YR2019,Portugal,PRT,4.528134685,5.261446192,5.03153908,5.565022575,5.474845181,5.799625941,7.518428412,7.808961282,7.196858932,7.278762224,24.61428733,19.843595
2019,YR2019,Puerto Rico,PRI,6.648921332,7.850550947,4.736616069,6.136644142,5.555915969,6.103525517,6.848215757,6.93989652,7.505978184,6.912668844,21.97707595,17.17599424
2019,YR2019,Qatar,QAT,8.199126763,2.767537793,6.965571541,9.583735056,13.27091833,17.89980038,7.991124472,9.425920814,4.227614344,5.531747754,1.807171999,1.429889839
2019,YR2019,Romania,ROU,5.264304582,5.872554107,4.970666896,5.644795067,6.707307694,7.720087528,7.703902297,8.392906268,7.353037133,7.719514175,21.92716245,15.47705013
